Names	total	elements
		CHEMBL4791702
		CHEMBL1630108
		CHEMBL421047
		CHEMBL1200679
		CHEMBL3759190
		CHEMBL553351
		CHEMBL3622640
		CHEMBL4069003
		CHEMBL3416608
		CHEMBL4282506
		CHEMBL4278886
		CHEMBL178290
		CHEMBL5285308
		CHEMBL5182567
		CHEMBL4468893
		CHEMBL309075
		CHEMBL5077776
		CHEMBL419185
		CHEMBL3416439
		CHEMBL4202955
		CHEMBL143212
		CHEMBL205783
		CHEMBL3944698
		CHEMBL144778
		CHEMBL1950289
		CHEMBL4071012
		CHEMBL3891774
		CHEMBL1944920
		CHEMBL5194722
		CHEMBL2048791
		CHEMBL472545
		CHEMBL490775
		CHEMBL325245
		CHEMBL3040597
		CHEMBL2064393
		CHEMBL3740713
		CHEMBL77688
		CHEMBL368234
		CHEMBL1947121
		CHEMBL4445017
		CHEMBL1202473
		CHEMBL214999
		CHEMBL3930965
		CHEMBL5169328
		CHEMBL116857
		CHEMBL56731
		CHEMBL4530987
		CHEMBL5170519
		CHEMBL3787132
		CHEMBL490569
		CHEMBL4090323
		CHEMBL5087785
		CHEMBL3623283
		CHEMBL2064398
		CHEMBL271408
		CHEMBL5280589
		CHEMBL4227701
		CHEMBL3133751
		CHEMBL4757145
		CHEMBL4069284
		CHEMBL111197
		CHEMBL113185
		CHEMBL5279933
		CHEMBL1956888
		CHEMBL3425665
		CHEMBL3263959
		CHEMBL206003
		CHEMBL4102284
		CHEMBL1641994
		CHEMBL3234755
		CHEMBL3759199
		CHEMBL1929555
		CHEMBL4776925
		CHEMBL3403513
		CHEMBL168285
		CHEMBL3765789
		CHEMBL4084726
		CHEMBL4125764
		CHEMBL4082515
		CHEMBL137422
		CHEMBL538507
		CHEMBL4098591
		CHEMBL443268
		CHEMBL3939771
		CHEMBL3680373
		CHEMBL4067373
		CHEMBL501618
		CHEMBL326280
		CHEMBL4758204
		CHEMBL5076986
		CHEMBL153419
		CHEMBL1797541
		CHEMBL4126810
		CHEMBL1683956
		CHEMBL5199520
		CHEMBL5208065
		CHEMBL203936
		CHEMBL4757806
		CHEMBL598798
		CHEMBL56219
		CHEMBL4061283
		CHEMBL3904787
		CHEMBL52823
		CHEMBL5193175
		CHEMBL3936642
		CHEMBL3699599
		CHEMBL5174995
		CHEMBL4214496
		CHEMBL142831
		CHEMBL4756020
		CHEMBL399371
		CHEMBL440935
		CHEMBL5280292
		CHEMBL5218879
		CHEMBL3671481
		CHEMBL485320
		CHEMBL2087360
		CHEMBL4779681
		CHEMBL5182741
		CHEMBL4460151
		CHEMBL5095068
		CHEMBL162053
		CHEMBL1956892
		CHEMBL3604939
		CHEMBL5188618
		CHEMBL418967
		CHEMBL251498
		CHEMBL193368
		CHEMBL3133910
		CHEMBL3805588
		CHEMBL2179124
		CHEMBL215786
		CHEMBL4102822
		CHEMBL4060383
		CHEMBL52882
		CHEMBL3655338
		CHEMBL3360606
		CHEMBL4277911
		CHEMBL4584630
		CHEMBL200976
		CHEMBL1998736
		CHEMBL324926
		CHEMBL335012
		CHEMBL135592
		CHEMBL76599
		CHEMBL4164396
		CHEMBL2437486
		CHEMBL4446258
		CHEMBL1821897
		CHEMBL605976
		CHEMBL165228
		CHEMBL2325103
		CHEMBL63786
		CHEMBL4171543
		CHEMBL3671580
		CHEMBL3671505
		CHEMBL3965948
		CHEMBL1944922
		CHEMBL309625
		CHEMBL4244030
		CHEMBL184311
		CHEMBL4456370
		CHEMBL356850
		CHEMBL126137
		CHEMBL384407
		CHEMBL270713
		CHEMBL3353407
		CHEMBL5086054
		CHEMBL3671529
		CHEMBL3416627
		CHEMBL5269317
		CHEMBL3979482
		CHEMBL1828873
		CHEMBL270975
		CHEMBL48802
		CHEMBL1173688
		CHEMBL48760
		CHEMBL340508
		CHEMBL5273741
		CHEMBL4746321
		CHEMBL295961
		CHEMBL3612587
		CHEMBL202411
		CHEMBL477
		CHEMBL1095463
		CHEMBL2047248
		CHEMBL5199612
		CHEMBL4460261
		CHEMBL251124
		CHEMBL5270336
		CHEMBL5200598
		CHEMBL3759961
		CHEMBL597950
		CHEMBL3133758
		CHEMBL591039
		CHEMBL2325106
		CHEMBL4078801
		CHEMBL504135
		CHEMBL2425089
		CHEMBL490987
		CHEMBL136492
		CHEMBL4095071
		CHEMBL4571687
		CHEMBL253969
		CHEMBL3357654
		CHEMBL4457447
		CHEMBL2347962
		CHEMBL5179538
		CHEMBL2070195
		CHEMBL122785
		CHEMBL4446124
		CHEMBL4642842
		CHEMBL1914670
		CHEMBL5198920
		CHEMBL4848234
		CHEMBL592457
		CHEMBL4280835
		CHEMBL1090354
		CHEMBL2047025
		CHEMBL4079506
		CHEMBL3436358
		CHEMBL93295
		CHEMBL2347969
		CHEMBL3753208
		CHEMBL4453068
		CHEMBL15346
		CHEMBL5281741
		CHEMBL414631
		CHEMBL543669
		CHEMBL270966
		CHEMBL2047019
		CHEMBL76979
		CHEMBL1981977
		CHEMBL519147
		CHEMBL207247
		CHEMBL3133901
		CHEMBL1093100
		CHEMBL1098119
		CHEMBL5266387
		CHEMBL1828863
		CHEMBL248674
		CHEMBL4083642
		CHEMBL420624
		CHEMBL4537790
		CHEMBL447850
		CHEMBL178922
		CHEMBL3973028
		CHEMBL4103201
		CHEMBL3775459
		CHEMBL113901
		CHEMBL3956465
		CHEMBL2048905
		CHEMBL328295
		CHEMBL246694
		CHEMBL2031298
		CHEMBL76751
		CHEMBL4288648
		CHEMBL54471
		CHEMBL3219348
		CHEMBL231663
		CHEMBL4217992
		CHEMBL205776
		CHEMBL5088423
		CHEMBL3813728
		CHEMBL1910278
		CHEMBL204268
		CHEMBL3775046
		CHEMBL4551557
		CHEMBL2148050
		CHEMBL391675
		CHEMBL3977192
		CHEMBL283201
		CHEMBL347668
		CHEMBL47986
		CHEMBL3355890
		CHEMBL4082764
		CHEMBL4294743
		CHEMBL1830129
		CHEMBL3929584
		CHEMBL361322
		CHEMBL461797
		CHEMBL4093114
		CHEMBL515082
		CHEMBL598406
		CHEMBL120719
		CHEMBL3663932
		CHEMBL129930
		CHEMBL271532
		CHEMBL3903063
		CHEMBL2442324
		CHEMBL4527715
		CHEMBL3671552
		CHEMBL56802
		CHEMBL3114687
		CHEMBL3752370
		CHEMBL4078023
		CHEMBL2309506
		CHEMBL186802
		CHEMBL4083904
		CHEMBL4786168
		CHEMBL1822065
		CHEMBL3815074
		CHEMBL24979
		CHEMBL309937
		CHEMBL2152253
		CHEMBL334173
		CHEMBL3965262
		CHEMBL591706
		CHEMBL3663937
		CHEMBL1812556
		CHEMBL4097369
		CHEMBL4528630
		CHEMBL4087375
		CHEMBL135142
		CHEMBL1200558
		CHEMBL1830262
		CHEMBL3233769
		CHEMBL595497
		CHEMBL2029690
		CHEMBL4464404
		CHEMBL2029438
		CHEMBL3699616
		CHEMBL75880
		CHEMBL4753193
		CHEMBL1828881
		CHEMBL157084
		CHEMBL5218821
		CHEMBL4754811
		CHEMBL181742
		CHEMBL4759031
		CHEMBL437879
		CHEMBL474341
		CHEMBL95774
		CHEMBL3953210
		CHEMBL3814320
		CHEMBL3604911
		CHEMBL5206298
		CHEMBL4205869
		CHEMBL3735952
		CHEMBL185637
		CHEMBL3971939
		CHEMBL345109
		CHEMBL3758471
		CHEMBL1914660
		CHEMBL263788
		CHEMBL4441392
		CHEMBL511478
		CHEMBL4857353
		CHEMBL5188940
		CHEMBL3233774
		CHEMBL521887
		CHEMBL511990
		CHEMBL4095063
		CHEMBL359660
		CHEMBL4129287
		CHEMBL589825
		CHEMBL1173014
		CHEMBL3774947
		CHEMBL326318
		CHEMBL3612599
		CHEMBL4092951
		CHEMBL2336359
		CHEMBL3972605
		CHEMBL1744086
		CHEMBL490497
		CHEMBL1821878
		CHEMBL384699
		CHEMBL3758585
		CHEMBL7699
		CHEMBL353028
		CHEMBL186580
		CHEMBL4076363
		CHEMBL3655354
		CHEMBL5191292
		CHEMBL5276357
		CHEMBL407534
		CHEMBL5288582
		CHEMBL4439053
		CHEMBL1958032
		CHEMBL604879
		CHEMBL3897723
		CHEMBL4083486
		CHEMBL3612574
		CHEMBL3263374
		CHEMBL3098325
		CHEMBL92937
		CHEMBL5282535
		CHEMBL114593
		CHEMBL3612561
		CHEMBL117804
		CHEMBL2426377
		CHEMBL4746995
		CHEMBL1173655
		CHEMBL4206193
		CHEMBL214478
		CHEMBL269620
		CHEMBL4208167
		CHEMBL4759414
		CHEMBL1088931
		CHEMBL5288957
		CHEMBL382862
		CHEMBL3092308
		CHEMBL598611
		CHEMBL4204354
		CHEMBL3984008
		CHEMBL340898
		CHEMBL1928959
		CHEMBL5169943
		CHEMBL139044
		CHEMBL4071474
		CHEMBL4106607
		CHEMBL4753387
		CHEMBL5286702
		CHEMBL3752825
		CHEMBL4535949
		CHEMBL3903707
		CHEMBL1830274
		CHEMBL4859375
		CHEMBL5181487
		CHEMBL3655344
		CHEMBL212251
		CHEMBL3787220
		CHEMBL523586
		CHEMBL1161236
		CHEMBL4287141
		CHEMBL214627
		CHEMBL3671540
		CHEMBL248116
		CHEMBL362824
		CHEMBL4215080
		CHEMBL3671576
		CHEMBL3676341
		CHEMBL3786812
		CHEMBL2425735
		CHEMBL3297897
		CHEMBL2437226
		CHEMBL5188399
		CHEMBL1928952
		CHEMBL4522240
		CHEMBL5173517
		CHEMBL1173602
		CHEMBL3676374
		CHEMBL5089073
		CHEMBL4078920
		CHEMBL5172573
		CHEMBL185853
		CHEMBL597304
		CHEMBL501368
		CHEMBL306315
		CHEMBL393264
		CHEMBL4126986
		CHEMBL101581
		CHEMBL3221554
		CHEMBL334032
		CHEMBL3760082
		CHEMBL304971
		CHEMBL53555
		CHEMBL155278
		CHEMBL420059
		CHEMBL74481
		CHEMBL522134
		CHEMBL5279636
		CHEMBL410659
		CHEMBL39715
		CHEMBL327838
		CHEMBL4740295
		CHEMBL202360
		CHEMBL4744207
		CHEMBL475768
		CHEMBL126101
		CHEMBL507329
		CHEMBL53428
		CHEMBL5287550
		CHEMBL5172245
		CHEMBL2029699
		CHEMBL589801
		CHEMBL14699
		CHEMBL601040
		CHEMBL1945649
		CHEMBL540292
		CHEMBL3087196
		CHEMBL4226702
		CHEMBL2385967
		CHEMBL3753811
		CHEMBL1812572
		CHEMBL2333986
		CHEMBL2381504
		CHEMBL449093
		CHEMBL5272004
		CHEMBL116012
		CHEMBL3814816
		CHEMBL208118
		CHEMBL215814
		CHEMBL3763757
		CHEMBL4060039
		CHEMBL3758762
		CHEMBL3809045
		CHEMBL2316146
		CHEMBL324399
		CHEMBL4073874
		CHEMBL1630110
		CHEMBL3344210
		CHEMBL3898447
		CHEMBL4757104
		CHEMBL1169870
		CHEMBL3263969
		CHEMBL1821887
		CHEMBL76116
		CHEMBL3746557
		CHEMBL5184813
		CHEMBL2335377
		CHEMBL5207462
		CHEMBL3612563
		CHEMBL2385968
		CHEMBL3633775
		CHEMBL2348415
		CHEMBL248864
		CHEMBL206955
		CHEMBL589590
		CHEMBL96489
		CHEMBL82214
		CHEMBL5203179
		CHEMBL4575427
		CHEMBL1928712
		CHEMBL242740
		CHEMBL3775148
		CHEMBL2152252
		CHEMBL1090363
		CHEMBL3914607
		CHEMBL4083916
		CHEMBL3655340
		CHEMBL4099713
		CHEMBL5274657
		CHEMBL5267773
		CHEMBL2048790
		CHEMBL3759356
		CHEMBL4279709
		CHEMBL3436356
		CHEMBL169081
		CHEMBL4063701
		CHEMBL4552482
		CHEMBL4749064
		CHEMBL182254
		CHEMBL3612590
		CHEMBL485070
		CHEMBL4649213
		CHEMBL4863088
		CHEMBL3233765
		CHEMBL542729
		CHEMBL1097189
		CHEMBL91484
		CHEMBL4592101
		CHEMBL1683975
		CHEMBL3806110
		CHEMBL4784185
		CHEMBL1830279
		CHEMBL4074601
		CHEMBL1830265
		CHEMBL209818
		CHEMBL4071463
		CHEMBL3676383
		CHEMBL5170278
		CHEMBL3818015
		CHEMBL378370
		CHEMBL126893
		CHEMBL102651
		CHEMBL2316147
		CHEMBL3814445
		CHEMBL4276842
		CHEMBL2385977
		CHEMBL3671570
		CHEMBL5179952
		CHEMBL96780
		CHEMBL206280
		CHEMBL3917951
		CHEMBL597948
		CHEMBL453398
		CHEMBL5287505
		CHEMBL2029432
		CHEMBL378144
		CHEMBL1095957
		CHEMBL300791
		CHEMBL77397
		CHEMBL5088102
		CHEMBL80809
		CHEMBL5173701
		CHEMBL597492
		CHEMBL325981
		CHEMBL155100
		CHEMBL3962365
		CHEMBL343722
		CHEMBL592004
		CHEMBL428741
		CHEMBL3752404
		CHEMBL2437224
		CHEMBL3360609
		CHEMBL4563683
		CHEMBL55994
		CHEMBL1830268
		CHEMBL3633940
		CHEMBL31815
		CHEMBL3655351
		CHEMBL250132
		CHEMBL1828874
		CHEMBL4080008
		CHEMBL208849
		CHEMBL298810
		CHEMBL210893
		CHEMBL4792673
		CHEMBL248877
		CHEMBL485745
		CHEMBL111443
		CHEMBL272187
		CHEMBL4170121
		CHEMBL1821886
		CHEMBL602328
		CHEMBL3263960
		CHEMBL3353411
		CHEMBL5087994
		CHEMBL3355888
		CHEMBL37373
		CHEMBL1090357
		CHEMBL3815115
		CHEMBL605337
		CHEMBL131020
		CHEMBL4516586
		CHEMBL2325088
		CHEMBL2018748
		CHEMBL4129646
		CHEMBL2324873
		CHEMBL3085375
		CHEMBL4858176
		CHEMBL4593230
		CHEMBL3352869
		CHEMBL3758868
		CHEMBL2283249
		CHEMBL3263372
		CHEMBL525527
		CHEMBL4225517
		CHEMBL4749862
		CHEMBL4540138
		CHEMBL92985
		CHEMBL5169900
		CHEMBL3671482
		CHEMBL111307
		CHEMBL3958624
		CHEMBL4858583
		CHEMBL4080424
		CHEMBL5287053
		CHEMBL5195137
		CHEMBL330882
		CHEMBL1272275
		CHEMBL4786701
		CHEMBL4447982
		CHEMBL201840
		CHEMBL1830270
		CHEMBL4779297
		CHEMBL50519
		CHEMBL3763360
		CHEMBL3416623
		CHEMBL2047247
		CHEMBL4643111
		CHEMBL4560430
		CHEMBL109212
		CHEMBL110036
		CHEMBL115440
		CHEMBL3325477
		CHEMBL4548481
		CHEMBL598407
		CHEMBL4787951
		CHEMBL4546122
		CHEMBL1821879
		CHEMBL1958035
		CHEMBL325589
		CHEMBL5194966
		CHEMBL1683955
		CHEMBL475761
		CHEMBL4786961
		CHEMBL2408824
		CHEMBL2337367
		CHEMBL3959632
		CHEMBL514942
		CHEMBL3676348
		CHEMBL4792279
		CHEMBL5180778
		CHEMBL591053
		CHEMBL256295
		CHEMBL3545311
		CHEMBL2385970
		CHEMBL395591
		CHEMBL246492
		CHEMBL56505
		CHEMBL180227
		CHEMBL3092312
		CHEMBL250923
		CHEMBL4088277
		CHEMBL3740930
		CHEMBL511449
		CHEMBL5207479
		CHEMBL4559217
		CHEMBL3088220
		CHEMBL93754
		CHEMBL136178
		CHEMBL3087197
		CHEMBL36164
		CHEMBL3233761
		CHEMBL247100
		CHEMBL5284701
		CHEMBL71
		CHEMBL3647423
		CHEMBL1080506
		CHEMBL1914672
		CHEMBL3742059
		CHEMBL3233775
		CHEMBL3221548
		CHEMBL487254
		CHEMBL4280993
		CHEMBL3133895
		CHEMBL4208224
		CHEMBL3786523
		CHEMBL135902
		CHEMBL4082884
		CHEMBL3671509
		CHEMBL1828860
		CHEMBL405772
		CHEMBL3612570
		CHEMBL391778
		CHEMBL337297
		CHEMBL205149
		CHEMBL4873506
		CHEMBL310958
		CHEMBL1946926
		CHEMBL4792967
		CHEMBL4165126
		CHEMBL5289623
		CHEMBL4568408
		CHEMBL3092322
		CHEMBL5266798
		CHEMBL5281446
		CHEMBL86326
		CHEMBL3586178
		CHEMBL3930506
		CHEMBL4066170
		CHEMBL169970
		CHEMBL440453
		CHEMBL4743566
		CHEMBL590878
		CHEMBL1077107
		CHEMBL4743464
		CHEMBL208286
		CHEMBL1923007
		CHEMBL44227
		CHEMBL4162882
		CHEMBL91867
		CHEMBL5282641
		CHEMBL5208056
		CHEMBL4873984
		CHEMBL369299
		CHEMBL517585
		CHEMBL1945445
		CHEMBL3297816
		CHEMBL214753
		CHEMBL3930620
		CHEMBL4080711
		CHEMBL461968
		CHEMBL323630
		CHEMBL4085842
		CHEMBL2347966
		CHEMBL4105503
		CHEMBL4516635
		CHEMBL453376
		CHEMBL4530048
		CHEMBL104
		CHEMBL144402
		CHEMBL3926657
		CHEMBL3663930
		CHEMBL3800262
		CHEMBL271122
		CHEMBL543361
		CHEMBL5275932
		CHEMBL4078182
		CHEMBL4516287
		CHEMBL1928956
		CHEMBL114073
		CHEMBL590558
		CHEMBL1956885
		CHEMBL370266
		CHEMBL3917657
		CHEMBL4565984
		CHEMBL3765815
		CHEMBL63469
		CHEMBL453737
		CHEMBL4069277
		CHEMBL1092250
		CHEMBL128468
		CHEMBL2018773
		CHEMBL4210237
		CHEMBL1688860
		CHEMBL96065
		CHEMBL162223
		CHEMBL2070193
		CHEMBL520515
		CHEMBL57462
		CHEMBL5069609
		CHEMBL597551
		CHEMBL249928
		CHEMBL3676393
		CHEMBL4439066
		CHEMBL4537004
		CHEMBL5287295
		CHEMBL5171318
		CHEMBL4101735
		CHEMBL4100075
		CHEMBL3416437
		CHEMBL4129387
		CHEMBL1630578
		CHEMBL1812567
		CHEMBL5265927
		CHEMBL9470
		CHEMBL4448691
		CHEMBL510730
		CHEMBL1828867
		CHEMBL516375
		CHEMBL606027
		CHEMBL4079861
		CHEMBL95320
		CHEMBL5206436
		CHEMBL1098120
		CHEMBL3622655
		CHEMBL4068814
		CHEMBL373207
		CHEMBL4177348
		CHEMBL3133907
		CHEMBL3623289
		CHEMBL53796
		CHEMBL109575
		CHEMBL2029427
		CHEMBL4061043
		CHEMBL3263359
		CHEMBL541988
		CHEMBL489112
		CHEMBL4750368
		CHEMBL1821865
		CHEMBL600381
		CHEMBL52829
		CHEMBL5281270
		CHEMBL473436
		CHEMBL144791
		CHEMBL3297892
		CHEMBL1830257
		CHEMBL514436
		CHEMBL4293145
		CHEMBL4755988
		CHEMBL3956430
		CHEMBL4777554
		CHEMBL3763627
		CHEMBL78224
		CHEMBL3544983
		CHEMBL451074
		CHEMBL53375
		CHEMBL3671525
		CHEMBL3622664
		CHEMBL163168
		CHEMBL3663921
		CHEMBL3747277
		CHEMBL3297998
		CHEMBL92824
		CHEMBL4451619
		CHEMBL399372
		CHEMBL4079125
		CHEMBL3752448
		CHEMBL3753461
		CHEMBL3897153
		CHEMBL4209019
		CHEMBL4073912
		CHEMBL447223
		CHEMBL2316153
		CHEMBL4787536
		CHEMBL3915508
		CHEMBL1812560
		CHEMBL1910275
		CHEMBL4213741
		CHEMBL321494
		CHEMBL2426378
		CHEMBL3806200
		CHEMBL3754301
		CHEMBL204232
		CHEMBL4092632
		CHEMBL3955829
		CHEMBL3774926
		CHEMBL3893698
		CHEMBL1241481
		CHEMBL434063
		CHEMBL425083
		CHEMBL4204983
		CHEMBL3759480
		CHEMBL4086878
		CHEMBL307145
		CHEMBL4463766
		CHEMBL2335015
		CHEMBL3740131
		CHEMBL56319
		CHEMBL2262407
		CHEMBL590568
		CHEMBL4297674
		CHEMBL3759155
		CHEMBL289213
		CHEMBL726
		CHEMBL466412
		CHEMBL3944095
		CHEMBL3297899
		CHEMBL490498
		CHEMBL3655337
		CHEMBL76557
		CHEMBL523573
		CHEMBL4062509
		CHEMBL3114107
		CHEMBL5208312
		CHEMBL4470214
		CHEMBL4094438
		CHEMBL4793852
		CHEMBL4634817
		CHEMBL51707
		CHEMBL5265870
		CHEMBL4435699
		CHEMBL3623282
		CHEMBL271705
		CHEMBL1934626
		CHEMBL338175
		CHEMBL203529
		CHEMBL3671543
		CHEMBL4533337
		CHEMBL3114689
		CHEMBL2316145
		CHEMBL5200783
		CHEMBL362618
		CHEMBL249921
		CHEMBL4850856
		CHEMBL1243283
		CHEMBL301018
		CHEMBL474323
		CHEMBL3671520
		CHEMBL3671548
		CHEMBL2283258
		CHEMBL120564
		CHEMBL2437470
		CHEMBL5206697
		CHEMBL4079553
		CHEMBL311133
		CHEMBL336409
		CHEMBL3085378
		CHEMBL2425087
		CHEMBL3759127
		CHEMBL207674
		CHEMBL3622645
		CHEMBL1830280
		CHEMBL5207390
		CHEMBL544067
		CHEMBL393848
		CHEMBL504416
		CHEMBL594790
		CHEMBL205045
		CHEMBL3786343
		CHEMBL1929554
		CHEMBL4557318
		CHEMBL3134612
		CHEMBL1946847
		CHEMBL4780965
		CHEMBL3741304
		CHEMBL43417
		CHEMBL4443062
		CHEMBL4228848
		CHEMBL231875
		CHEMBL329856
		CHEMBL1928950
		CHEMBL480349
		CHEMBL5169547
		CHEMBL286160
		CHEMBL3753157
		CHEMBL5280575
		CHEMBL255865
		CHEMBL5193609
		CHEMBL4077956
		CHEMBL343875
		CHEMBL5198368
		CHEMBL178312
		CHEMBL3360610
		CHEMBL48436
		CHEMBL125035
		CHEMBL1172877
		CHEMBL1934624
		CHEMBL3981621
		CHEMBL308339
		CHEMBL2283251
		CHEMBL39337
		CHEMBL3234736
		CHEMBL592466
		CHEMBL5265797
		CHEMBL3633146
		CHEMBL3263364
		CHEMBL162142
		CHEMBL394057
		CHEMBL3746212
		CHEMBL3905921
		CHEMBL335932
		CHEMBL5218780
		CHEMBL3954571
		CHEMBL1204360
		CHEMBL5193594
		CHEMBL53203
		CHEMBL4279016
		CHEMBL498248
		CHEMBL3985011
		CHEMBL3924500
		CHEMBL4639459
		CHEMBL461869
		CHEMBL4065970
		CHEMBL5170376
		CHEMBL4447289
		CHEMBL1714813
		CHEMBL4078914
		CHEMBL2424795
		CHEMBL346846
		CHEMBL1171638
		CHEMBL4447976
		CHEMBL2426290
		CHEMBL5196360
		CHEMBL4073062
		CHEMBL4460897
		CHEMBL2047028
		CHEMBL3671512
		CHEMBL1907763
		CHEMBL2426289
		CHEMBL126372
		CHEMBL4791195
		CHEMBL3234750
		CHEMBL3622629
		CHEMBL1958022
		CHEMBL4875985
		CHEMBL5203388
		CHEMBL296419
		CHEMBL3622619
		CHEMBL1929306
		CHEMBL294395
		CHEMBL124617
		CHEMBL138691
		CHEMBL1619395
		CHEMBL36727
		CHEMBL379047
		CHEMBL206197
		CHEMBL1272006
		CHEMBL97162
		CHEMBL4798177
		CHEMBL4439632
		CHEMBL5270309
		CHEMBL3740385
		CHEMBL5271155
		CHEMBL3087205
		CHEMBL5191956
		CHEMBL206782
		CHEMBL5206805
		CHEMBL5082394
		CHEMBL5278657
		CHEMBL2064389
		CHEMBL1645475
		CHEMBL424252
		CHEMBL205235
		CHEMBL1095131
		CHEMBL597096
		CHEMBL5287016
		CHEMBL3360603
		CHEMBL457250
		CHEMBL5178707
		CHEMBL433520
		CHEMBL5281140
		CHEMBL3355877
		CHEMBL1928957
		CHEMBL3960911
		CHEMBL3416620
		CHEMBL3758739
		CHEMBL4062543
		CHEMBL379601
		CHEMBL68920
		CHEMBL595406
		CHEMBL3622673
		CHEMBL77869
		CHEMBL402011
		CHEMBL1203935
		CHEMBL2216827
		CHEMBL3818547
		CHEMBL4554990
		CHEMBL3092320
		CHEMBL1821896
		CHEMBL3961961
		CHEMBL76587
		CHEMBL355857
		CHEMBL4072620
		CHEMBL3604935
		CHEMBL5219777
		CHEMBL2424804
		CHEMBL179313
		CHEMBL5181045
		CHEMBL3676364
		CHEMBL243410
		CHEMBL4094647
		CHEMBL3678954
		CHEMBL1270795
		CHEMBL116308
		CHEMBL2426248
		CHEMBL201865
		CHEMBL3968716
		CHEMBL103864
		CHEMBL4099377
		CHEMBL5279914
		CHEMBL248391
		CHEMBL3092305
		CHEMBL402294
		CHEMBL83838
		CHEMBL31326
		CHEMBL5285192
		CHEMBL31965
		CHEMBL3676375
		CHEMBL4087740
		CHEMBL3746711
		CHEMBL3671562
		CHEMBL3233793
		CHEMBL3355885
		CHEMBL4294264
		CHEMBL5200988
		CHEMBL5192038
		CHEMBL78150
		CHEMBL4246256
		CHEMBL5179288
		CHEMBL251700
		CHEMBL352589
		CHEMBL3671476
		CHEMBL3425656
		CHEMBL214853
		CHEMBL516979
		CHEMBL5271803
		CHEMBL311109
		CHEMBL57170
		CHEMBL4102577
		CHEMBL4473375
		CHEMBL347282
		CHEMBL3671554
		CHEMBL475594
		CHEMBL74722
		CHEMBL4087241
		CHEMBL1641997
		CHEMBL1641990
		CHEMBL5280584
		CHEMBL4095623
		CHEMBL1812555
		CHEMBL1933083
		CHEMBL4105434
		CHEMBL540590
		CHEMBL1630109
		CHEMBL4636996
		CHEMBL4066684
		CHEMBL2347971
		CHEMBL3628792
		CHEMBL39355
		CHEMBL1914667
		CHEMBL4277822
		CHEMBL591495
		CHEMBL322298
		CHEMBL4208829
		CHEMBL4062830
		CHEMBL1821874
		CHEMBL202721
		CHEMBL4208712
		CHEMBL5194482
		CHEMBL4464785
		CHEMBL2047016
		CHEMBL5081299
		CHEMBL2334001
		CHEMBL2347964
		CHEMBL4071180
		CHEMBL190567
		CHEMBL1202061
		CHEMBL4227812
		CHEMBL5273124
		CHEMBL358746
		CHEMBL4744985
		CHEMBL128432
		CHEMBL3775285
		CHEMBL255490
		CHEMBL4445265
		CHEMBL4467561
		CHEMBL4474429
		CHEMBL122132
		CHEMBL207445
		CHEMBL4856343
		CHEMBL3676359
		CHEMBL5188281
		CHEMBL2048904
		CHEMBL204467
		CHEMBL4210550
		CHEMBL1944921
		CHEMBL5282956
		CHEMBL2029693
		CHEMBL3754785
		CHEMBL473556
		CHEMBL488271
		CHEMBL475352
		CHEMBL3613695
		CHEMBL490510
		CHEMBL4068695
		CHEMBL4282523
		CHEMBL2064392
		CHEMBL3671496
		CHEMBL286343
		CHEMBL345294
		CHEMBL5092606
		CHEMBL599863
		CHEMBL1683965
		CHEMBL3797606
		CHEMBL4539566
		CHEMBL245869
		CHEMBL4759003
		CHEMBL3098317
		CHEMBL178958
		CHEMBL522116
		CHEMBL3977926
		CHEMBL1645469
		CHEMBL1630117
		CHEMBL395573
		CHEMBL1173191
		CHEMBL3894102
		CHEMBL3894623
		CHEMBL2325100
		CHEMBL111520
		CHEMBL5196209
		CHEMBL399953
		CHEMBL2018757
		CHEMBL3608433
		CHEMBL3633152
		CHEMBL168343
		CHEMBL5290929
		CHEMBL3805774
		CHEMBL5291353
		CHEMBL1928890
		CHEMBL2148045
		CHEMBL5180388
		CHEMBL98248
		CHEMBL5284397
		CHEMBL115187
		CHEMBL4846607
		CHEMBL3092310
		CHEMBL501050
		CHEMBL3416634
		CHEMBL599218
		CHEMBL1683957
		CHEMBL4435632
		CHEMBL4647325
		CHEMBL178199
		CHEMBL4103761
		CHEMBL179969
		CHEMBL289959
		CHEMBL593294
		CHEMBL4076602
		CHEMBL5180251
		CHEMBL473320
		CHEMBL57251
		CHEMBL1641989
		CHEMBL1272324
		CHEMBL2180203
		CHEMBL497697
		CHEMBL196925
		CHEMBL3699588
		CHEMBL272895
		CHEMBL4067556
		CHEMBL3676369
		CHEMBL4245874
		CHEMBL555797
		CHEMBL1934633
		CHEMBL3804868
		CHEMBL3961848
		CHEMBL5080260
		CHEMBL3754040
		CHEMBL5192318
		CHEMBL1173813
		CHEMBL5079998
		CHEMBL7827
		CHEMBL5281589
		CHEMBL3663926
		CHEMBL543661
		CHEMBL4475770
		CHEMBL24137
		CHEMBL94123
		CHEMBL3964380
		CHEMBL384042
		CHEMBL470391
		CHEMBL125086
		CHEMBL3403509
		CHEMBL4211573
		CHEMBL3896476
		CHEMBL408647
		CHEMBL3237946
		CHEMBL2031311
		CHEMBL3416598
		CHEMBL21108
		CHEMBL344652
		CHEMBL461792
		CHEMBL4161396
		CHEMBL5218998
		CHEMBL109631
		CHEMBL1828883
		CHEMBL5183664
		CHEMBL1821868
		CHEMBL3671530
		CHEMBL2029689
